model	benchmark	context_tokens	context_label	task_id	repository	control_resolved	treatment_resolved	control_f2p_passed	control_f2p_total	control_f2p_fraction	treatment_f2p_passed	treatment_f2p_total	treatment_f2p_fraction	f2p_difference
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-05f2236193f407cf8e2072757fbd6bb170bc13f0-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-087e6020e490b4a1759f38c1ad03869511928263-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	1	0	3	0	3	3	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-0c81642997ea1d827dbd02c311db9d4976112cd4-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	1	0	1	1	1	0	1	0	-1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-0e07f3c9bace416cbab078a30eae972868c0a8a3-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-18c45b44613aecd53e9f60457b9812049ab2998d-v0495b863a912fbff5749c67e860612b91825407c	NodeBB/NodeBB	0	0	0	7	0	4	7	0.571428571429	0.571428571429
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-3c85b944e30a0ba8b3ec9e1f441c74f383625a15-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed	NodeBB/NodeBB	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-4327a09d76f10a79109da9d91c22120428d3bdb9-vnan	NodeBB/NodeBB	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-445b70deda20201b7d9a68f7224da751b3db728c-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed	NodeBB/NodeBB	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-6489e9fd9ed16ea743cc5627f4d86c72fbdb3a8a-v2c59007b1005cd5cd14cbb523ca5229db1fd2dd8	NodeBB/NodeBB	0	1	0	10	0	10	10	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-6ea3b51f128dd270281db576a1b59270d5e45db0-vnan	NodeBB/NodeBB	0	1	0	2	0	2	2	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-70b4a0e2aebebe8f2f559de6680093d96a697b2f-vnan	NodeBB/NodeBB	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-767973717be700f46f06f3e7f4fc550c63509046-vnan	NodeBB/NodeBB	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-8168c6c40707478f71b8af60300830fe554c778c-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	0	1	4	0.25	2	4	0.5	0.25
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-82562bec444940608052f3e4149e0c61ec80bf3f-vd59a5728dfc977f44533186ace531248c2917516	NodeBB/NodeBB	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-84dfda59e6a0e8a77240f939a7cb8757e6eaf945-v2c59007b1005cd5cd14cbb523ca5229db1fd2dd8	NodeBB/NodeBB	0	0	5	6	0.833333333333	5	6	0.833333333333	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-84e065752f6d7fbe5c08cbf50cb173ffb866b8fa-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-8ca65b0c78c67c1653487c02d1135e1b702185e1-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-97c8569a798075c50e93e585ac741ab55cb7c28b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-a5afad27e52fd336163063ba40dcadc80233ae10-vd59a5728dfc977f44533186ace531248c2917516	NodeBB/NodeBB	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-a917210c5b2c20637094545401f85783905c074c-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-b398321a5eb913666f903a794219833926881a8f-vd59a5728dfc977f44533186ace531248c2917516	NodeBB/NodeBB	0	1	0	4	0	4	4	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-be43cd25974681c9743d424238b7536c357dc8d3-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	NodeBB/NodeBB	0	0	0	6	0	1	6	0.166666666667	0.166666666667
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-cfc237c2b79d8c731bbfc6cadf977ed530bfd57a-v0495b863a912fbff5749c67e860612b91825407c	NodeBB/NodeBB	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-f083cd559d69c16481376868c8da65172729c0ca-vnan	NodeBB/NodeBB	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	NodeBB__NodeBB-f2082d7de85eb62a70819f4f3396dd85626a0c0a-vd59a5728dfc977f44533186ace531248c2917516	NodeBB/NodeBB	0	0	0	5	0	0	5	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	0	4	5	0.8	5	5	1	0.2
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-1c06c46cc14324df35ac4f39a45fb3ccd602195d-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	2	3	0.666666666667	2	3	0.666666666667	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	10	0	0	10	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	9	0	9	9	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-5260527c4a71bfed99d803e687dd19619423b134-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	1	1	4	4	1	4	4	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	1	1	3	3	1	3	3	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	1	2	5	0.4	5	5	1	0.6
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-622a493ae03bd5e5cf517d336fc426e9d12208c7-v906c969b551b346ef54a2c0b41e04f632b7b73c2	ansible/ansible	0	0	4	9	0.444444444444	4	9	0.444444444444	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	1	6	8	0.75	8	8	1	0.25
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-77658704217d5f166404fc67997203c25381cb6e-v390e508d27db7a51eece36bb6d9698b63a5b638a	ansible/ansible	0	0	31	33	0.939393939394	32	33	0.969696969697	0.030303030303
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2	ansible/ansible	0	0	0	10	0	0	10	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-83909bfa22573777e3db5688773bda59721962ad-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-9142be2f6cabbe6597c9254c5bb9186d17036d55-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	1	0	2	2	1	0	2	0	-1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	0	0	8	0	0	8	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	15	0	0	15	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-984216f52e76b904e5b0fa0fb956ab4f1e0a7751-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	0	0	17	0	0	17	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-a1569ea4ca6af5480cf0b7b3135f5e12add28a44-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	0	2	6	0.333333333333	2	6	0.333333333333	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad	ansible/ansible	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-b6290e1d156af608bd79118d209a64a051c55001-v390e508d27db7a51eece36bb6d9698b63a5b638a	ansible/ansible	0	0	6	8	0.75	0	8	0	-0.75
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-b748edea457a4576847a10275678127895d2f02f-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	4	5	0.8	4	5	0.8	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-b8025ac160146319d2b875be3366b60c852dd35d-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-be59caa59bf47ca78a4760eb7ff38568372a8260-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-bec27fb4c0a40c5f8bbcf26a475704227d65ee73-v30a923fb5c164d6cd18280c02422f75e611e8fb2	ansible/ansible	0	0	0	3	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-cb94c0cc550df9e98f1247bc71d8c2b861c75049-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-d2f80991180337e2be23d6883064a67dcbaeb662-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	0	0	5	0	0	5	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-d30fc6c0b359f631130b0e979d9a78a7b3747d48-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	3	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-d33bedc48fdd933b5abd65a77c081876298e2f07-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	0	0	5	0	2	5	0.4	0.4
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e-v173091e2e36d38c978002990795f66cfc0af30ad	ansible/ansible	0	0	0	2	0	1	2	0.5	0.5
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e-v30a923fb5c164d6cd18280c02422f75e611e8fb2	ansible/ansible	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-d72025be751c894673ba85caa063d835a0ad3a8c-v390e508d27db7a51eece36bb6d9698b63a5b638a	ansible/ansible	0	0	0	5	0	0	5	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-de5858f48dc9e1ce9117034e0d7e76806f420ca8-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	17	0	0	17	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-deb54e4c5b32a346f1f0b0a14f1c713d2cc2e961-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	0	0	5	0	0	5	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-e40889e7112ae00a21a2c74312b330e67a766cc0-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	0	0	0	18	0	3	18	0.166666666667	0.166666666667
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-ea04e0048dbb3b63f876aad7020e1de8eee9f362-v1055803c3a812189a1133297f7f5468579283f86	ansible/ansible	1	1	2	2	1	2	2	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-ecea15c508f0e081525be036cf76bbb56dbcdd9d-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	0	1	7	0.142857142857	1	7	0.142857142857	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-eea46a0d1b99a6dadedbb6a3502d599235fa7ec3-v390e508d27db7a51eece36bb6d9698b63a5b638a	ansible/ansible	0	0	0	10	0	1	10	0.1	0.1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59	ansible/ansible	0	0	10	15	0.666666666667	10	15	0.666666666667	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	ansible/ansible	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1-vnan	element-hq/element-web	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-2760bfc8369f1bee640d6d7a7e910783143d4c5f-vnan	element-hq/element-web	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-44b98896a79ede48f5ad7ff22619a39d5f6ff03c-vnan	element-hq/element-web	0	0	0	5	0	0	5	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-494d9de6f0a94ffb491e74744d2735bce02dc0ab-vnan	element-hq/element-web	0	1	0	2	0	2	2	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-5dfde12c1c1c0b6e48f17e3405468593e39d9492-vnan	element-hq/element-web	0	0	0	9	0	1	9	0.111111111111	0.111111111111
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-5e8488c2838ff4268f39db4a8cca7d74eecf5a7e-vnan	element-hq/element-web	0	0	0	29	0	0	29	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-6205c70462e0ce2e1e77afb3a70b55d0fdfe1b31-vnan	element-hq/element-web	1	1	42	42	1	42	42	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-66d0b318bc6fee0d17b54c1781d6ab5d5d323135-vnan	element-hq/element-web	0	0	0	15	0	0	15	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-71fe08ea0f159ccb707904d87f0a4aef205a167c-vnan	element-hq/element-web	0	1	0	4	0	4	4	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-776ffa47641c7ec6d142ab4a47691c30ebf83c2e	element-hq/element-web	0	0	0	10	0	0	10	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-880428ab94c6ea98d3d18dcaeb17e8767adcb461-vnan	element-hq/element-web	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-ad26925bb6628260cfe0fcf90ec0a8cba381f4a4-vnan	element-hq/element-web	0	0	0	17	0	0	17	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-aeabf3b18896ac1eb7ae9757e66ce886120f8309-vnan	element-hq/element-web	0	0	0	8	0	0	8	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-b7fea97bb68c6628a644580076f840109132f074-vnan	element-hq/element-web	0	1	0	16	0	16	16	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-ce554276db97b9969073369fefa4950ca8e54f84-vnan	element-hq/element-web	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-dae13ac8522fc6d41e64d1ac6e3174486fdcce0c-vnan	element-hq/element-web	1	1	19	19	1	19	19	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-e15ef9f3de36df7f318c083e485f44e1de8aad17	element-hq/element-web	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-ecfd1736e5dd9808e87911fc264e6c816653e1a9-vnan	element-hq/element-web	0	0	1	9	0.111111111111	1	9	0.111111111111	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	element-hq__element-web-f0359a5c180b8fec4329c77adcf967c8d3b7b787-vnan	element-hq/element-web	0	1	0	10	0	10	10	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-02e21636c58e86c51119b63e0fb5ca7b813b07b1	flipt-io/flipt	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-05d7234fa582df632f70a7cd10194d61bd7043b9	flipt-io/flipt	0	0	0	4	0	1	4	0.25	0.25
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-36e62baffae2132f78f9d34dc300a9baa2d7ae0e	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8	flipt-io/flipt	0	0	1	2	0.5	1	2	0.5	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be	flipt-io/flipt	0	0	0	5	0	0	5	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-40007b9d97e3862bcef8c20ae6c87b22ea0627f0	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-507170da0f7f4da330f6732bffdf11c4df7fc192	flipt-io/flipt	1	1	1	1	1	1	1	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15	flipt-io/flipt	0	0	0	3	0	0	3	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-56a620b8fc9ef7a0819b47709aa541cdfdbba00b	flipt-io/flipt	0	0	0	32	0	27	32	0.84375	0.84375
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-690672523398c2b6f6e4562f0bf9868664ab894f	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa	flipt-io/flipt	0	0	0	4	0	0	4	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355	flipt-io/flipt	0	0	5	6	0.833333333333	5	6	0.833333333333	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-84806a178447e766380cc66b14dee9c6eeb534f4	flipt-io/flipt	0	0	0	8	0	6	8	0.75	0.75
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973	flipt-io/flipt	0	0	0	18	0	0	18	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-9f8127f225a86245fa35dca4885c2daef824ee55	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f	flipt-io/flipt	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8	flipt-io/flipt	1	1	4	4	1	4	4	1	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb	flipt-io/flipt	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008	flipt-io/flipt	0	0	0	1	0	0	1	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0	flipt-io/flipt	0	1	0	1	0	1	1	1	1
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-c1728053367c753688f114ec26e703c8fdeda125	flipt-io/flipt	0	0	0	2	0	0	2	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59	flipt-io/flipt	0	0	0	6	0	0	6	0	0
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b	flipt-io/flipt	0	0	0	8	0	5	8	0.625	0.625
Qwen3.6-35B-A3B	SWE-bench Pro	49152	pressure	flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8	flipt-io/flipt	0	0	0	2	0	0	2	0	0
